order_id,date_id,product_id,store_id,quantity,order_amount
O00500,20260711,P101,S03,5,225
O00501,20260328,P101,S01,5,225
O00502,20260130,P102,S02,5,150
O00503,20260501,P201,S02,1,120
O00504,20260820,P101,S01,3,135
O00505,20261027,P101,S05,3,135
O00506,20260809,P202,S03,5,900
O00507,20260106,P101,S02,5,225
O00508,20261016,P202,S01,2,360
O00509,20260610,P101,S05,3,135
O00510,20260303,P101,S03,3,135
O00511,20260819,P102,S05,2,60
O00512,20260206,P101,S04,3,135
O00513,20261111,P202,S01,3,540
O00514,20261026,P202,S01,4,720
O00515,20260926,P101,S04,2,90
O00516,20260426,P101,S02,4,180
O00517,20260309,P202,S05,2,360
O00518,20260413,P102,S04,1,30
O00519,20261224,P102,S01,5,150
O00520,20260725,P102,S05,2,60
O00521,20260220,P201,S02,2,240
O00522,20261019,P202,S03,2,360
O00523,20260621,P202,S02,5,900
O00524,20261203,P102,S04,3,90
O00525,20260915,P101,S02,2,90
O00526,20260922,P201,S05,1,120
O00527,20260610,P102,S01,2,60
O00528,20261016,P201,S02,2,240
O00529,20260405,P101,S01,4,180
O00530,20260719,P102,S02,3,90
O00531,20260222,P101,S04,2,90
O00532,20260317,P102,S04,4,120
O00533,20260725,P201,S05,2,240
O00534,20260507,P102,S03,2,60
O00535,20260317,P201,S05,4,480
O00536,20260610,P101,S05,2,90
O00537,20260806,P102,S02,1,30
O00538,20261111,P201,S01,5,600
O00539,20260528,P101,S04,3,135
O00540,20260218,P201,S03,1,120
O00541,20260125,P201,S01,2,240
O00542,20260820,P202,S01,4,720
O00543,20260901,P202,S05,4,720
O00544,20261220,P101,S04,2,90
O00545,20260222,P102,S05,3,90
O00546,20261209,P201,S02,2,240
O00547,20260211,P202,S01,1,180
O00548,20260615,P201,S03,5,600
O00549,20260811,P102,S01,5,150
O00550,20260214,P102,S02,1,30
O00551,20261220,P101,S01,3,135
O00552,20260606,P201,S01,3,360
O00553,20260328,P101,S04,3,135
O00554,20260211,P101,S01,4,180
O00555,20261026,P102,S01,5,150
O00556,20260519,P202,S01,1,180
O00557,20260120,P101,S04,4,180
O00558,20260323,P201,S04,5,600
O00559,20260420,P102,S01,1,30
O00560,20260729,P102,S01,2,60
O00561,20260728,P102,S01,3,90
O00562,20260117,P101,S03,1,45
O00563,20260306,P201,S05,4,480
O00564,20260621,P101,S04,4,180
O00565,20260906,P201,S04,5,600
O00566,20260513,P102,S05,4,120
O00567,20260306,P101,S04,1,45
O00568,20260218,P201,S04,1,120
O00569,20260126,P202,S01,5,900
O00570,20261002,P202,S02,3,540
O00571,20260417,P201,S05,1,120
O00572,20260129,P102,S05,5,150
O00573,20260531,P202,S03,3,540
O00574,20260306,P102,S05,5,150
O00575,20261026,P101,S04,2,90
O00576,20260130,P102,S01,2,60
O00577,20260425,P201,S05,5,600
O00578,20260320,P101,S02,3,135
O00579,20261106,P101,S01,5,225
O00580,20260416,P202,S03,4,720
O00581,20261117,P202,S05,5,900
O00582,20260710,P101,S04,5,225
O00583,20260122,P202,S04,2,360
O00584,20260501,P101,S03,1,45
O00585,20261031,P202,S04,1,180
O00586,20260330,P201,S03,3,360
O00587,20260106,P202,S04,2,360
O00588,20260110,P101,S01,4,180
O00589,20261207,P202,S04,3,540
O00590,20261202,P102,S02,1,30
O00591,20260314,P101,S05,1,45
O00592,20260127,P201,S03,1,120
O00593,20260812,P202,S05,5,900
O00594,20260809,P201,S04,4,480
O00595,20260917,P202,S02,1,180
O00596,20260912,P101,S01,3,135
O00597,20260127,P101,S02,3,135
O00598,20260109,P101,S05,5,225
O00599,20261123,P202,S04,2,360
O00600,20260109,P202,S01,2,360
O00601,20260426,P201,S02,4,480
O00602,20260924,P201,S01,1,120
O00603,20260429,P202,S05,1,180
O00604,20260719,P101,S04,3,135
O00605,20260614,P202,S01,2,360
O00606,20260113,P201,S05,5,600
O00607,20261230,P102,S05,4,120
O00608,20261112,P201,S04,4,480
O00609,20260516,P202,S05,4,720
O00610,20260725,P101,S03,3,135
O00611,20260204,P102,S01,2,60
O00612,20260301,P201,S04,2,240
O00613,20261227,P102,S05,4,120
O00614,20260321,P201,S02,3,360
O00615,20260715,P102,S05,3,90
O00616,20261202,P101,S04,3,135
O00617,20260410,P201,S05,3,360
O00618,20260730,P101,S01,2,90
O00619,20261024,P201,S03,2,240
O00620,20260705,P101,S02,2,90
O00621,20261212,P201,S02,1,120
O00622,20261004,P102,S02,2,60
O00623,20260217,P201,S02,4,480
O00624,20261021,P201,S01,5,600
O00625,20260307,P201,S01,5,600
O00626,20260119,P101,S03,3,135
O00627,20260617,P201,S05,5,600
O00628,20260925,P102,S01,1,30
O00629,20260422,P101,S02,3,135
O00630,20260420,P202,S01,1,180
O00631,20260322,P201,S02,1,120
O00632,20260702,P201,S04,5,600
O00633,20260618,P201,S01,5,600
O00634,20260505,P202,S05,2,360
O00635,20260603,P201,S03,4,480
O00636,20260407,P102,S01,5,150
O00637,20260205,P101,S02,5,225
O00638,20260906,P201,S01,3,360
O00639,20260722,P101,S01,3,135
O00640,20261017,P201,S03,2,240
O00641,20260902,P202,S02,5,900
O00642,20260731,P101,S05,2,90
O00643,20260727,P201,S02,1,120
O00644,20260604,P201,S01,2,240
O00645,20260727,P102,S02,3,90
O00646,20260312,P202,S05,1,180
O00647,20260211,P102,S05,5,150
O00648,20260317,P101,S02,1,45
O00649,20260625,P202,S02,4,720
O00650,20260731,P101,S05,4,180
O00651,20260602,P201,S01,2,240
O00652,20260331,P102,S02,2,60
O00653,20261213,P101,S04,2,90
O00654,20260312,P102,S02,3,90
O00655,20260614,P202,S04,2,360
O00656,20260811,P201,S04,2,240
O00657,20260813,P202,S02,5,900
O00658,20260302,P101,S04,3,135
O00659,20260403,P201,S04,1,120
O00660,20260820,P201,S04,3,360
O00661,20260409,P201,S02,1,120
O00662,20261018,P102,S02,1,30
O00663,20261102,P101,S03,5,225
O00664,20260331,P101,S02,5,225
O00665,20260224,P102,S01,3,90
O00666,20260120,P101,S05,2,90
O00667,20261009,P102,S05,1,30
O00668,20260705,P102,S03,2,60
O00669,20260730,P201,S03,3,360
O00670,20261209,P102,S03,2,60
O00671,20261031,P101,S01,4,180
O00672,20260301,P201,S05,1,120
O00673,20261208,P201,S04,2,240
O00674,20260227,P201,S05,2,240
O00675,20260601,P202,S02,2,360
O00676,20260725,P101,S02,3,135
O00677,20260703,P201,S04,5,600
O00678,20260901,P101,S02,2,90
O00679,20260823,P202,S03,4,720
O00680,20261106,P102,S01,2,60
O00681,20260309,P102,S02,1,30
O00682,20261103,P102,S01,1,30
O00683,20260618,P201,S05,5,600
O00684,20260606,P201,S03,1,120
O00685,20260206,P102,S03,3,90
O00686,20261103,P202,S02,5,900
O00687,20261217,P201,S02,4,480
O00688,20260717,P201,S01,1,120
O00689,20261001,P202,S02,1,180
O00690,20261113,P102,S04,4,120
O00691,20260216,P102,S05,3,90
O00692,20260326,P201,S01,3,360
O00693,20260131,P201,S03,2,240
O00694,20261118,P101,S04,2,90
O00695,20260502,P202,S05,3,540
O00696,20260206,P101,S04,5,225
O00697,20260826,P102,S01,5,150
O00698,20261209,P201,S04,4,480
O00699,20260103,P102,S02,1,30
O00700,20260108,P202,S01,5,900
O00701,20260430,P201,S01,5,600
O00702,20260117,P201,S03,3,360
O00703,20260706,P101,S01,5,225
O00704,20261004,P101,S03,5,225
O00705,20260504,P201,S05,3,360
O00706,20260128,P102,S01,2,60
O00707,20260710,P202,S02,3,540
O00708,20261104,P101,S04,5,225
O00709,20260126,P101,S01,1,45
O00710,20261022,P201,S03,2,240
O00711,20260309,P101,S02,5,225
O00712,20261012,P201,S01,2,240
O00713,20260413,P202,S05,2,360
O00714,20260619,P102,S02,5,150
O00715,20260504,P201,S02,4,480
O00716,20260803,P102,S02,4,120
O00717,20260510,P101,S02,4,180
O00718,20261230,P201,S05,4,480
O00719,20261119,P201,S02,1,120
O00720,20260610,P101,S01,2,90
O00721,20260410,P201,S01,5,600
O00722,20260723,P102,S02,5,150
O00723,20260628,P102,S04,4,120
O00724,20260928,P202,S04,4,720
O00725,20260918,P201,S04,2,240
O00726,20260214,P201,S04,3,360
O00727,20260425,P202,S03,2,360
O00728,20261025,P101,S04,3,135
O00729,20260715,P102,S02,2,60
O00730,20260628,P201,S02,5,600
O00731,20261101,P102,S03,5,150
O00732,20260810,P202,S04,1,180
O00733,20260327,P102,S02,5,150
O00734,20261120,P101,S04,3,135
O00735,20260308,P101,S05,3,135
O00736,20261005,P102,S03,2,60
O00737,20260813,P101,S02,5,225
O00738,20260422,P202,S04,5,900
O00739,20260226,P101,S02,3,135
O00740,20260724,P201,S04,1,120
O00741,20261029,P101,S05,5,225
O00742,20261222,P101,S04,5,225
O00743,20260112,P201,S01,4,480
O00744,20261124,P101,S01,3,135
O00745,20260511,P201,S05,5,600
O00746,20260521,P201,S03,3,360
O00747,20260922,P102,S01,1,30
O00748,20261109,P201,S01,2,240
O00749,20261030,P102,S01,2,60
O00750,20260724,P102,S05,5,150
O00751,20260209,P202,S01,2,360
O00752,20261210,P102,S04,4,120
O00753,20260923,P101,S02,5,225
O00754,20260424,P202,S03,3,540
O00755,20261112,P202,S03,1,180
O00756,20260804,P202,S04,3,540
O00757,20261212,P201,S03,4,480
O00758,20261201,P201,S02,3,360
O00759,20260618,P101,S04,2,90
O00760,20260516,P102,S02,5,150
O00761,20260328,P201,S03,2,240
O00762,20260706,P201,S03,2,240
O00763,20260404,P101,S02,1,45
O00764,20260604,P101,S03,3,135
O00765,20261215,P201,S04,2,240
O00766,20260527,P102,S02,1,30
O00767,20260406,P201,S01,3,360
O00768,20260425,P102,S03,1,30
O00769,20260702,P102,S01,2,60
O00770,20260926,P101,S01,5,225
O00771,20260614,P102,S02,5,150
O00772,20261227,P202,S01,3,540
O00773,20260408,P101,S05,2,90
O00774,20260809,P202,S03,2,360
O00775,20260507,P201,S05,4,480
O00776,20261130,P102,S01,2,60
O00777,20261019,P102,S01,5,150
O00778,20260919,P101,S03,5,225
O00779,20260709,P101,S05,3,135
O00780,20261007,P202,S05,2,360
O00781,20261209,P102,S01,4,120
O00782,20260328,P102,S03,5,150
O00783,20260506,P202,S04,1,180
O00784,20260904,P202,S04,3,540
O00785,20261123,P102,S05,3,90
O00786,20260211,P102,S04,2,60
O00787,20260202,P201,S01,3,360
O00788,20260627,P202,S05,5,900
O00789,20260411,P101,S03,1,45
O00790,20260807,P102,S02,1,30
O00791,20260720,P101,S05,4,180
O00792,20260522,P201,S02,1,120
O00793,20260728,P201,S01,2,240
O00794,20260114,P202,S03,5,900
O00795,20260821,P102,S04,1,30
O00796,20260429,P201,S04,3,360
O00797,20261017,P201,S01,3,360
O00798,20260308,P101,S04,3,135
O00799,20261005,P101,S03,5,225
O00800,20260114,P202,S02,1,180
O00801,20261210,P201,S01,3,360
O00802,20261017,P202,S02,2,360
O00803,20260209,P101,S05,3,135
O00804,20260304,P102,S01,5,150
O00805,20260908,P201,S01,1,120
O00806,20260628,P201,S03,1,120
O00807,20261008,P102,S05,4,120
O00808,20260221,P102,S03,1,30
O00809,20260106,P202,S04,1,180
O00810,20260210,P201,S01,5,600
O00811,20260724,P101,S01,3,135
O00812,20260801,P202,S01,1,180
O00813,20261104,P201,S02,2,240
O00814,20260710,P202,S01,2,360
O00815,20260518,P102,S05,4,120
O00816,20260616,P102,S04,4,120
O00817,20260409,P101,S01,4,180
O00818,20261202,P202,S02,2,360
O00819,20260324,P102,S04,2,60
O00820,20260128,P202,S02,4,720
O00821,20261123,P202,S02,2,360
O00822,20260708,P102,S05,2,60
O00823,20261211,P102,S05,4,120
O00824,20260307,P102,S01,5,150
O00825,20261119,P202,S03,2,360
O00826,20260323,P102,S04,1,30
O00827,20260709,P201,S03,3,360
O00828,20260511,P101,S02,1,45
O00829,20260628,P202,S05,2,360
O00830,20260712,P101,S04,3,135
O00831,20261130,P202,S05,1,180
O00832,20260324,P201,S04,4,480
O00833,20260826,P202,S02,5,900
O00834,20260322,P102,S02,5,150
O00835,20260708,P102,S04,1,30
O00836,20261027,P101,S05,3,135
O00837,20261114,P202,S02,3,540
O00838,20260306,P202,S05,5,900
O00839,20261126,P101,S01,1,45
O00840,20260104,P201,S01,5,600
O00841,20260808,P202,S01,1,180
O00842,20260822,P102,S02,1,30
O00843,20260101,P202,S05,3,540
O00844,20261007,P102,S01,2,60
O00845,20260910,P102,S05,1,30
O00846,20260109,P102,S05,4,120
O00847,20260708,P102,S05,5,150
O00848,20261228,P202,S02,3,540
O00849,20260813,P202,S03,2,360
O00850,20261201,P101,S04,5,225
O00851,20260630,P102,S01,3,90
O00852,20260326,P202,S04,2,360
O00853,20260723,P101,S05,1,45
O00854,20261108,P102,S02,2,60
O00855,20260218,P202,S03,1,180
O00856,20260801,P101,S02,1,45
O00857,20261126,P202,S05,1,180
O00858,20260628,P202,S05,2,360
O00859,20260228,P202,S05,1,180
O00860,20260909,P201,S05,1,120
O00861,20260518,P201,S02,2,240
O00862,20260913,P201,S02,4,480
O00863,20260713,P201,S05,2,240
O00864,20260925,P101,S01,4,180
O00865,20260820,P201,S02,4,480
O00866,20261129,P101,S01,2,90
O00867,20260330,P101,S05,4,180
O00868,20260213,P101,S05,5,225
O00869,20261026,P102,S04,2,60
O00870,20260610,P201,S02,2,240
O00871,20260421,P201,S05,5,600
O00872,20261202,P101,S01,4,180
O00873,20260402,P201,S01,2,240
O00874,20260116,P101,S04,4,180
O00875,20260410,P201,S03,2,240
O00876,20260410,P102,S05,5,150
O00877,20260401,P101,S01,5,225
O00878,20261216,P101,S02,2,90
O00879,20260215,P102,S03,1,30
O00880,20260805,P102,S04,1,30
O00881,20260629,P201,S05,2,240
O00882,20260403,P101,S02,1,45
O00883,20260610,P101,S05,3,135
O00884,20261005,P201,S01,3,360
O00885,20261223,P102,S05,1,30
O00886,20260703,P102,S02,1,30
O00887,20261118,P101,S03,2,90
O00888,20261029,P201,S02,4,480
O00889,20260310,P202,S02,2,360
O00890,20261106,P201,S02,2,240
O00891,20260216,P202,S05,2,360
O00892,20261223,P201,S01,1,120
O00893,20261218,P201,S05,5,600
O00894,20260829,P202,S04,4,720
O00895,20260206,P201,S04,1,120
O00896,20260314,P201,S05,4,480
O00897,20260304,P102,S05,2,60
O00898,20260206,P102,S05,2,60
O00899,20260226,P202,S04,3,540
O00900,20260411,P201,S05,1,120
O00901,20261124,P202,S01,2,360
O00902,20260219,P102,S01,5,150
O00903,20261001,P101,S04,5,225
O00904,20261219,P101,S02,3,135
O00905,20260319,P101,S02,3,135
O00906,20260604,P201,S03,1,120
O00907,20260819,P102,S04,3,90
O00908,20260909,P102,S01,5,150
O00909,20260322,P101,S02,3,135
O00910,20260815,P202,S04,5,900
O00911,20260827,P101,S04,4,180
O00912,20260528,P202,S05,2,360
O00913,20260507,P101,S02,1,45
O00914,20260827,P102,S05,3,90
O00915,20260426,P202,S04,2,360
O00916,20260902,P202,S04,5,900
O00917,20260602,P202,S01,4,720
O00918,20261206,P202,S03,4,720
O00919,20260411,P202,S04,5,900
O00920,20260127,P202,S05,2,360
O00921,20260128,P202,S03,1,180
O00922,20261013,P102,S02,3,90
O00923,20260112,P201,S05,1,120
O00924,20261205,P202,S05,5,900
O00925,20260323,P202,S04,3,540
O00926,20260801,P102,S04,5,150
O00927,20261022,P101,S01,2,90
O00928,20260603,P202,S01,2,360
O00929,20260318,P202,S04,1,180
O00930,20261209,P102,S01,3,90
O00931,20260816,P202,S05,2,360
O00932,20261224,P201,S03,5,600
O00933,20260803,P201,S01,2,240
O00934,20260714,P202,S04,5,900
O00935,20260206,P201,S01,2,240
O00936,20261012,P101,S02,1,45
O00937,20261009,P202,S03,1,180
O00938,20261105,P102,S02,4,120
O00939,20261112,P101,S03,2,90
O00940,20260915,P101,S03,3,135
O00941,20260608,P101,S05,1,45
O00942,20260426,P201,S03,4,480
O00943,20260730,P201,S03,4,480
O00944,20260729,P201,S02,3,360
O00945,20260421,P202,S01,4,720
O00946,20261216,P202,S04,3,540
O00947,20260531,P102,S04,5,150
O00948,20260603,P101,S02,3,135
O00949,20260924,P201,S02,3,360
O00950,20260811,P102,S04,2,60
O00951,20260613,P102,S02,4,120
O00952,20260917,P201,S02,1,120
O00953,20261212,P102,S05,2,60
O00954,20260715,P102,S04,4,120
O00955,20261227,P101,S02,2,90
O00956,20261004,P202,S04,2,360
O00957,20260715,P102,S03,4,120
O00958,20260716,P101,S05,5,225
O00959,20260421,P202,S04,5,900
O00960,20260327,P101,S04,1,45
O00961,20260115,P202,S02,3,540
O00962,20260609,P102,S03,1,30
O00963,20261025,P102,S03,5,150
O00964,20261102,P202,S03,5,900
O00965,20261213,P202,S05,2,360
O00966,20260624,P102,S04,2,60
O00967,20261102,P102,S02,3,90
O00968,20260417,P201,S02,1,120
O00969,20260505,P102,S02,1,30
O00970,20261012,P101,S05,2,90
O00971,20260323,P101,S02,4,180
O00972,20260523,P201,S02,2,240
O00973,20260209,P101,S03,5,225
O00974,20260622,P201,S04,3,360
O00975,20260104,P202,S01,4,720
O00976,20260109,P201,S05,1,120
O00977,20260205,P202,S05,3,540
O00978,20260526,P201,S04,1,120
O00979,20260821,P101,S05,5,225
O00980,20260722,P201,S05,5,600
O00981,20260103,P101,S01,1,45
O00982,20260614,P102,S04,5,150
O00983,20260825,P202,S02,5,900
O00984,20260504,P102,S02,1,30
O00985,20260615,P202,S02,1,180
O00986,20261016,P201,S05,2,240
O00987,20261007,P202,S01,5,900
O00988,20260307,P101,S02,4,180
O00989,20260301,P201,S03,1,120
O00990,20261226,P201,S04,3,360
O00991,20260130,P102,S03,2,60
O00992,20260703,P202,S05,3,540
O00993,20261113,P201,S02,3,360
O00994,20261009,P101,S04,3,135
O00995,20260113,P102,S04,2,60
O00996,20260629,P202,S03,2,360
O00997,20260111,P102,S02,2,60
O00998,20261231,P102,S04,1,30
O00999,20260116,P202,S03,2,360
O01000,20261115,P202,S03,4,720
